Crop,Region,Soil_Type,Soil_pH,Rainfall_mm,Temperature_C,Humidity_pct,Fertilizer_Used_kg,Pesticides_Used_kg,Planting_Density,Irrigation,Previous_Crop,irrigation_needed,Yield_ton_per_ha
Rice,West,Sandy,8.26586689039825,229.49580802253612,21.054588245932887,87.58417346534324,119.73055558988406,83.86904990258185,225.30955945061172,Sprinkler,Wheat,0,3.295420501899198
Wheat,North,Loam,5.92231137331364,6.120488462229004,37.56140783417583,66.32716596827507,62.45062962178922,73.4067904264879,258.4686046249592,None,Maize,1,5.440444359559887
Rice,East,Clay,6.174690417191222,51.805721332884474,36.281337909296674,61.61516203826595,126.82518262514026,49.62553422759841,250.20904360484434,Flood,Wheat,1,7.276036956240111
Barley,East,Loam,7.174402474384645,307.90409991419506,23.67815081173434,31.061515387268898,99.12507552633508,89.05488996273816,183.42524238103306,Flood,Barley,0,2.203442963969773
Rice,South,Sandy,7.792279000638945,378.6680288962064,16.860746260583493,34.325944149010795,100.34434887111735,22.391751854794755,159.5843022899015,None,None,0,7.30166642738617
Maize,East,Silt,7.358053917808897,262.11375860229845,40.742342166748315,39.36629985824402,145.34134948177547,33.4304725509108,292.3881194725184,Drip,None,0,5.0436407836622505
Wheat,South,Silt,6.196401738400469,46.40375853652321,24.41092914209708,33.28559587137769,74.46470092274302,54.058571672707295,189.16046396005564,None,Rice,1,6.712900155411241
Wheat,South,Loam,5.502829127582471,176.85538023729066,20.871402447847956,54.051794328295586,164.98300555095966,15.520473899132678,245.78950270358877,Drip,Wheat,0,7.691910599560861
Wheat,West,Loam,7.771451740922318,131.59556927247982,30.481854670829314,50.21271270833233,137.3046379667952,18.611720340989255,274.2657004115583,Sprinkler,Maize,0,3.292426450805794
Rice,South,Clay,8.455621977733282,205.3521900361995,42.30681597847342,68.24124947210358,187.24169432712665,45.76990345501349,195.04151258207793,Drip,Rice,1,5.527459420573543
Barley,West,Sandy,7.929739360918271,612.8265216126645,16.30639733530126,62.139906476004164,104.72609806512851,94.94976670610987,245.3150120485393,None,None,0,7.3020136538719225
Maize,East,Loam,6.880619854469846,448.6472522851543,37.97412264092663,65.75824556327157,197.40724881006884,91.75723239493003,166.18503617238375,Sprinkler,Wheat,0,7.066464043524313
Barley,South,Clay,8.21130178419732,26.318235902442222,32.174196838161265,58.31863217625924,136.3741470071035,51.937737245057,295.4897166563491,None,Maize,1,5.125786331072349
Barley,South,Loam,6.7295430193550505,663.026928004849,27.76347349655451,46.66422891325543,196.01029342813007,22.794269005965706,158.72374125759387,None,None,0,7.696953597085493
Wheat,North,Silt,7.074802252730403,191.46542726349705,37.3224133231518,87.16951889678862,54.0590981070673,26.029689036259203,215.72620107614645,Drip,Maize,0,6.250667207687729
Barley,South,Clay,6.93138930218705,408.6118448702212,43.97473273324897,35.18454958560834,159.1964483618582,43.979144914821454,230.5228863090035,Drip,Wheat,0,5.144685735330212
Rice,South,Clay,6.842871617996575,45.26055255730544,21.87618633488073,86.33345996791843,172.49322864391044,28.906677557810323,268.57226679950463,Drip,Maize,1,2.347413495019437
Rice,North,Loam,7.825572307881718,333.25361578303267,19.30942095216359,48.67428281188408,57.975993001473135,17.467803495134007,168.16927756086318,Sprinkler,Rice,0,4.923835122957257
Rice,North,Sandy,7.080306721808476,80.88429165245581,42.38645235668091,60.75968672203784,136.84544960243687,70.63997351679974,216.12119607827648,Drip,Rice,1,4.531403632509272
Wheat,East,Silt,6.450151366075648,173.07942353597727,35.068592323719116,36.53053936965277,170.29134403841726,62.33037740134254,194.95673543151784,Sprinkler,Wheat,0,3.831518161149455
Wheat,South,Sandy,6.274474502975435,5.1020001365925625,28.13958064685898,34.25586410226056,134.1558087834609,36.216708218027655,196.80160735400102,None,None,1,7.657348480221294
Rice,East,Clay,5.6132419509023,49.324678555506274,32.19778710792849,55.772726923116174,59.57203856082,80.10535442970738,266.81818740978764,None,Barley,1,7.554200098538843
Barley,East,Sandy,7.249585485649138,28.979865937482412,37.36841715528732,74.50184258278068,154.0170861347467,79.8353998935251,150.81914175477496,Drip,Barley,1,4.023706258557006
Wheat,North,Clay,6.1898842462031025,82.23008633664176,38.190956961171516,46.16188665291294,59.0895372009963,54.19017731914856,262.36254620039495,Flood,Barley,1,4.614576752891821
Rice,West,Sandy,5.9444017660491495,31.614184766057786,42.596825424568934,63.7408733361192,172.62033425246577,18.68792999607045,271.55976451846595,None,None,1,6.510916089900599
Wheat,East,Loam,7.461489891483033,353.20902519079266,27.805283666868682,46.7190204313691,56.45512749600416,92.66224600912219,285.2043365763103,Flood,Rice,0,7.010342819502925
Rice,West,Sandy,7.543627773464646,8.840971640542673,23.80232730058185,53.31678365358245,70.60960715155562,70.17944711868742,244.0322704845725,Flood,Rice,1,2.660471617172827
Barley,South,Clay,7.756464676772998,288.49667498154156,34.18992800369526,84.3867791084295,91.26613857849028,32.23457372367558,200.0182992408362,Flood,Rice,0,4.9447692230247
Rice,North,Silt,7.010730689015775,45.49388631995939,27.47183697838591,81.35037752969518,145.00471883912002,64.94090923308039,214.08520988233062,Drip,Wheat,1,7.487027325855929
Barley,South,Silt,8.18216381561166,871.0085988250115,32.83795361846934,60.96105260505779,196.45386494469588,46.451934624486725,295.4604123431144,Sprinkler,Rice,0,5.987528160763684
Maize,South,Silt,8.309028260194683,811.3403167489157,27.599573953678508,44.286337648324725,67.67342789299016,67.18146757623622,282.17802396537786,None,Rice,0,5.257798147765608
Rice,North,Clay,7.922112819377468,76.66248749115098,19.589873600345236,41.59103476398137,71.40615038208776,52.64838061579187,219.5288863649163,Flood,Rice,1,6.308266784996389
Rice,South,Sandy,7.406780446024562,285.90298552562535,29.08280254976875,87.24524118214285,105.33055950514705,53.69249352157601,291.4594510666384,Sprinkler,Barley,0,5.968589859789608
Barley,North,Silt,6.411162860773566,8.52148417348916,35.72753465823098,42.16299579064125,175.43287066329805,76.22938827166234,273.4432313109688,Drip,Maize,1,7.653493242467835
Maize,West,Silt,8.448834764860663,805.5428213368631,38.978514230029496,78.49009865475236,120.08464291262213,65.23531714575782,285.1634792489692,None,Rice,0,7.4758181435951165
Maize,South,Silt,6.322408501575815,222.06365426496626,29.799788303896406,52.13821257213223,98.24159003837325,17.19574221198031,252.44658518638815,Sprinkler,Maize,0,4.386655152004872
Maize,North,Loam,6.107970765971293,13.255527838326346,19.957136706312028,89.1395908534943,134.18057483132918,15.883621340167329,278.6481065192993,Drip,Rice,1,2.1921154256612865
Rice,East,Clay,6.826462341359749,125.79315128886178,27.440631289482948,52.08934442176727,89.0784796168625,37.450831374705274,283.7649212001488,None,Barley,1,3.9960596688742154
Wheat,South,Clay,5.670521712137165,23.988888360912334,38.588817865250945,51.09099749464357,110.17398608712814,48.72213968848717,163.8024876811007,None,Barley,1,3.217339433175356
Rice,West,Clay,8.435483394015373,149.7404876861942,27.385778118512185,68.24781773265738,99.89077238480628,34.770030326135746,294.78254649909877,Drip,Maize,1,2.789313698354859
Barley,North,Clay,7.2653006692492745,332.5318331569561,35.89592380812667,87.69100839760915,170.62115336219688,68.63138722629262,200.0419648146095,Flood,Barley,0,7.327662565705954
Maize,South,Clay,7.170856274992525,190.40117199911793,30.216410450342693,88.57257634778597,188.63835896570012,27.559713855305972,215.9849264375033,None,Wheat,0,6.259588276596924
Wheat,South,Loam,7.46738883969916,145.2172206178562,22.2366937532819,72.43236878801912,163.93582882353678,73.37269867565527,268.7855638789223,None,None,0,2.1954720867752044
Rice,South,Sandy,6.99107094333162,38.06277816332031,38.884515240692224,75.27638193818122,115.86253640449752,79.58356677000371,249.73444583587465,Flood,None,1,7.51852306137544
Wheat,West,Loam,5.596190551283625,84.28703964340598,17.52640362212061,63.80413055838166,125.65024662449957,21.18873768360855,283.95898686540863,Sprinkler,Rice,0,7.418055632691441
Wheat,North,Silt,7.33693386652119,31.655921079308527,30.74670848265452,75.34654434793991,68.76105408941535,68.57256190266892,210.08606261651582,None,Barley,1,7.696335753084292
Maize,East,Loam,7.648521630869292,494.29576094383094,21.26673102730215,81.5867792982298,162.02970667018067,96.52923783101026,205.9932245514238,Sprinkler,None,0,6.9792559870169155
Maize,East,Clay,6.75024718187216,43.59092048373299,17.011968856241268,59.165718191701394,139.4713519092566,27.354143553701206,154.75332743119796,Flood,Maize,1,2.4732636213583437
Barley,East,Loam,7.7718867162135785,271.4371589380054,30.088018112497465,67.19173576980617,185.36599942061545,91.8372548004539,219.4088065004487,None,Maize,0,5.736770918538434
Wheat,North,Clay,6.181003898015262,125.90286895189064,29.98686467804771,62.23900171398286,80.09167153627298,64.5443154346615,258.6106155493663,Flood,Maize,0,2.498527750365792
Rice,East,Loam,6.163829773198552,76.84664369408019,36.20702705027163,63.74823681172063,163.9589182898918,63.18503805985407,195.17680764393242,None,Rice,1,6.280377990507539
Maize,West,Clay,5.984250963062722,306.0527338811862,37.34252079155715,83.40287459243646,152.70074925787844,14.673041408878046,219.40897705107622,None,None,0,3.182054065076386
Maize,North,Silt,6.615984279367486,183.19506361603592,36.833744660786905,51.337009812334216,89.87683007146282,77.34702505477584,182.9096652727917,None,None,1,7.614874018183311
Wheat,South,Clay,8.041036106167251,153.32042959047334,27.28676198750265,42.49104153603746,150.10679593112377,53.04457473832524,265.9181708807191,Flood,None,0,7.605026381294413
Maize,West,Loam,7.983736186447193,269.5735605874247,33.950693616796876,57.37680661641775,188.65600708649743,74.90569526516207,159.07673420117206,None,Maize,0,5.567615857958478
Wheat,South,Silt,6.648472623890512,202.7499580260822,32.30835727931881,42.48511142887591,187.76539815006782,82.82629931019454,255.80745825007472,Sprinkler,Maize,0,6.516055483770995
Wheat,East,Loam,7.2673562079407095,108.49944403330947,27.64685268350759,59.90402553972115,157.9439861774212,57.14167360350507,206.84100176174752,Drip,Rice,1,7.148921118344989
Wheat,West,Silt,7.662448949424746,245.65481631525756,32.91638082557979,84.21048632142352,57.21096688010901,33.727988195048276,156.23941040806812,Drip,Wheat,0,4.334877154919867
Rice,North,Sandy,6.223620323884069,332.1432938227859,43.41743630118788,67.04601122894866,180.83965059802424,22.741524225353203,278.0204380937679,Drip,None,1,5.4751456845193704
Rice,West,Sandy,6.004423257684241,8.116767145364548,20.78681231044132,81.32597119818466,148.66679105068098,24.445281513917287,223.15827947717477,Sprinkler,Rice,1,3.056140689420097
Rice,South,Sandy,8.416287979636934,188.13577824876384,42.173162873565786,39.971455176930704,96.56513797741016,88.02411885512188,239.89784544241937,None,Maize,1,7.912977531135601
Maize,North,Loam,7.352671939628856,17.82415349179548,16.60366541949595,84.0524155522306,78.0875542558549,21.122028606734983,259.80460372866855,Flood,Wheat,1,7.576422953065443
Wheat,West,Loam,8.444247165500991,61.88792661877743,24.25167638704982,66.10722986442696,67.43057944959756,44.62246657419116,248.2611649501783,Flood,Barley,1,4.900524725631686
Wheat,West,Silt,6.5132679613966875,246.64123044427936,23.644357458345848,31.905587324428787,57.535534888664145,40.08471816601278,259.62853062219176,None,Wheat,0,5.320006206173664
Barley,West,Silt,7.609095099922395,603.3978867512363,33.79095323642717,67.98713731710221,163.11548719261347,87.89101000650732,264.34225268667865,Sprinkler,Rice,0,4.620184308501624
Rice,West,Silt,6.1678109096237135,643.1765580758839,18.936748553318708,87.08381737565507,85.37644984149131,52.992415062486245,238.37272958469163,Drip,Wheat,0,2.009977793101804
Wheat,North,Silt,6.283600513821739,21.75314714850698,41.47042835519261,34.750020028521725,53.63794040648826,99.68017756133239,204.8456746361635,Sprinkler,Maize,1,3.379986966023471
Maize,South,Clay,7.035706363808872,162.95562296853672,39.85654225395124,64.94736782817432,109.5905977762984,76.33492716728303,186.47132245745138,Sprinkler,Wheat,1,2.609889055827968
Rice,West,Sandy,6.458854376524213,262.40538122330764,34.561974590558336,84.92871617218287,122.39106208885084,86.5831217863857,285.4354854979181,Flood,Maize,1,3.937393890525857
Rice,North,Clay,6.002864691521753,47.72330587675803,28.752414953765932,30.581710100062473,75.38453463501904,18.88050394240074,295.488726695733,None,Wheat,1,3.4174126047678817
Rice,South,Clay,6.288642105967978,435.0032035412034,42.988681264262354,67.85477558794939,56.607250424382464,32.77920297384063,203.64941326473132,Flood,Rice,0,6.569849284285096
Rice,West,Clay,5.607245183397594,409.04917058773407,39.92239664161668,58.49413750985776,78.36882246471033,22.19015760146454,166.84660936084504,Drip,Barley,0,5.028781858868207
Barley,South,Clay,7.61327086443246,700.9698299896412,29.979454442437344,50.81935911891664,151.86541427548616,51.72597751605037,183.3805990674647,Drip,None,0,6.9019654315519405
Barley,South,Sandy,6.976349971257585,2.5566669865986795,36.05620063362934,67.65218939672256,62.33655158768096,74.64587393457188,250.60010189807844,Flood,Wheat,1,5.81418708757025
Maize,North,Clay,5.782729199213577,73.26581996961008,32.00789856539053,33.162125675245015,133.25555458354907,25.215721138270016,175.94000549374962,None,Barley,1,5.9373590726639245
Barley,South,Silt,6.0150819793854735,526.6630621239917,32.63826715164794,75.183782777244,71.961798186225,21.715169011276494,267.0183409591482,None,Wheat,0,7.257471256516156
Barley,North,Loam,5.807603614337932,333.12657027594474,24.929282083124136,30.26876861518246,79.3533760370629,65.31478739023963,288.4545359812071,Sprinkler,Barley,0,7.08314831522551
Rice,West,Silt,7.337778424827629,674.4002489774816,28.862538138746903,48.41614462754113,108.9616824900048,30.728147838708157,294.54772726182705,Sprinkler,Maize,0,2.3797801108690972
Barley,South,Loam,5.782631090837482,17.663858494988474,17.343642923692325,60.23751826108071,65.12380040805971,53.13925645783669,151.3988258962336,Flood,Barley,1,5.470093651948633
Wheat,South,Silt,7.762846999105648,272.61879178112105,25.720460749937775,52.621335033993105,75.98052541733193,14.600595495494595,293.7231247431625,Drip,None,0,4.478539896145523
Barley,East,Silt,5.5615327579611735,252.52657713476006,35.87485546086456,48.44855611233495,102.34286171770313,71.25515308607183,261.02916286944264,None,Barley,0,5.597824627568193
Barley,West,Loam,6.248127363987677,10.897889708733615,43.59648091518559,79.85010872808576,99.45035082475502,58.71847434778483,162.60753483957035,Flood,None,1,7.175837014256258
Wheat,West,Sandy,8.172000027675722,216.16912723359405,43.89192338289061,86.08995445631453,162.39072285135978,68.26806090627696,212.28607031680897,Flood,None,0,2.0722818536496823
Rice,East,Clay,7.655593954366738,282.1137973958724,31.67168607374675,82.42276109435332,61.21734576896365,34.78657420537714,255.00682118692635,Drip,Barley,0,2.0658081253938816
Rice,East,Silt,5.718904998777063,63.695645537576766,33.19866755428746,61.34587878299998,179.0676103499515,35.0742677825378,293.5028238991574,Sprinkler,None,1,2.3753288587317356
Wheat,North,Sandy,7.963378313455539,95.7846753128428,20.571635565029027,83.04985051160898,172.4348256109182,82.12244797816824,174.62120904170888,Drip,None,0,7.249311532335302
Barley,North,Clay,6.979105364620614,306.78496923816294,35.85924324280592,85.25169391089263,164.89874595379075,74.67060816863436,169.1599922890431,Sprinkler,Maize,0,4.120891234404929
Barley,South,Sandy,8.040349081506488,189.5032922044098,17.119763780231587,54.55430382284772,96.40585436946986,62.175578607875316,220.85205798928178,Sprinkler,Rice,0,4.227383414435885
Rice,South,Sandy,7.30221932335118,585.6073218195344,23.540570573983338,47.00675157032673,173.4322678311181,66.53291282038725,295.2148340607734,None,Maize,0,4.072419398917109
Wheat,South,Clay,7.545499096098576,125.7392122609098,35.050900418563266,35.89591234879922,77.42031204339212,18.463976155099488,295.70688228870154,None,Rice,1,3.3857750423046333
Wheat,South,Silt,8.480504681187124,93.04361148184286,24.30930394630468,58.745515262953745,68.66138087825423,87.05541740061282,184.1872111579364,Sprinkler,Rice,1,2.2331751561804807
Rice,North,Sandy,6.197006637772055,1257.242240676144,16.49540622343363,86.77781522630647,56.7434500234231,79.29163297104964,197.9020721957186,Sprinkler,Maize,0,7.439081849174931
Rice,West,Silt,7.371836724284165,726.1936743300716,39.95611228052891,63.65445168422226,190.8965544508364,63.14423804411029,286.20479784669817,None,None,0,3.39724462020411
Wheat,South,Silt,6.880964170172195,8.826401711697786,24.309900214036894,70.05372610717029,96.20163465579105,92.67356179908164,260.22622362780965,Sprinkler,Maize,1,7.363642407839977
Barley,West,Silt,5.618355858768075,441.8546673271447,16.893156745760354,36.77302910951086,187.6426820266859,25.17741169294598,295.84746429864276,Sprinkler,None,0,7.7342688285064725
Wheat,South,Clay,5.543411924508595,35.07301121509266,17.243644935085957,38.61117984853537,90.89203422789944,71.79916474307501,283.9722544523331,Sprinkler,Maize,1,5.4599098890880615
Wheat,East,Loam,5.857685733453576,8.360993933873194,22.55276396366261,57.868395717580356,186.13489390045243,96.66835998869448,182.2644075470615,Drip,Maize,1,4.2336417388233425
Maize,South,Silt,7.447275221615644,95.9357857756019,20.340478416645787,87.07588793902354,185.58935792691324,37.90080681129288,263.9590289119025,Flood,Wheat,0,6.594783678566649
Wheat,South,Loam,7.201489263740177,94.1445269932838,38.22900353340452,51.64707849549173,188.55140675160692,11.376308266075858,157.28478473401748,Sprinkler,Barley,1,2.1522976763727737
Barley,South,Loam,7.160288683491182,513.3062754740017,24.650521400011034,82.64904247905201,124.42301589262907,76.13807202722198,272.6749168112211,None,Maize,0,7.573201346907597
Barley,North,Sandy,5.59557028758478,372.05335652954216,39.14087355119497,37.217315605542694,179.8919430198338,10.628229201051436,240.23351436669122,Sprinkler,Barley,0,4.447497847636228
Rice,East,Silt,6.907908989080021,1198.775130199994,20.21537993469458,67.0210324160226,192.61488442509804,88.52802842639504,293.41514439546927,Sprinkler,None,0,3.851612852649634
Wheat,South,Silt,8.273868453527585,372.93147274580656,29.78637538632251,66.03677861463109,98.69254128457692,15.067112689321286,294.00486832036177,None,Wheat,0,2.7616096783616433
Wheat,South,Silt,6.69277560793194,162.5172067868326,35.64111400659387,81.59248500421612,112.83116085238326,68.74882568846894,157.6222663536533,None,Wheat,0,7.7310219133801725
Rice,West,Loam,7.374767409365369,360.12141420660345,34.55972561597565,30.19900226429409,157.8860281003616,43.94657299808354,174.07822283336517,Sprinkler,Rice,0,6.86617976078947
Rice,East,Clay,7.83945602686943,2256.6646428338713,33.033882297908065,41.395900031854325,95.05397325849513,28.300658834505953,222.63105709780373,Flood,Barley,0,6.343642985911562
Maize,South,Loam,7.851775837425663,371.5091177817507,42.744648057935095,43.1812575257689,163.07139633689883,90.84325598684461,281.92402874192237,None,Wheat,0,7.5857874208526415
Wheat,West,Silt,7.057840247185814,430.24399810185395,21.85575443120233,86.99796528544424,61.083821782030086,77.1621266734176,272.16677134440846,None,None,0,7.758986869045158
Rice,West,Silt,8.07385583620701,835.957690330132,29.811576133863163,39.2216193761937,128.52475764328133,40.63965095289341,294.6555039527668,Drip,Rice,0,3.6106818588404357
Rice,North,Silt,6.674134280091241,36.19343866906759,41.51977650217226,32.21774101323362,68.34702261256177,35.573778357150246,242.7126175667011,Sprinkler,Wheat,1,6.719149786370424
Barley,West,Loam,8.166079644354395,366.01469435800317,17.336812967854712,62.06768968450848,93.99852146550147,76.24110647450254,188.4845279342431,Drip,None,0,6.601887659478482
Rice,South,Silt,6.220681499186636,570.7522574302534,16.67664804759226,61.713507746020895,88.7938088729708,85.29136863456974,153.7659959257766,Drip,Barley,0,5.34389715198423
Rice,North,Sandy,6.340649220971713,926.2135137432111,21.99906862674874,80.64281792207186,175.83981103439993,74.42654178662285,183.43897360808234,Flood,None,0,2.9025530591088997
Wheat,North,Silt,5.659361872597003,71.08501075241989,33.99063658614055,86.93157901066812,79.02758831092962,67.59903025321672,251.2909796930437,Sprinkler,None,1,7.6420728472680715
Barley,South,Clay,7.886745509626849,210.31086987331634,22.796388793494206,62.31272652840786,171.26718802386785,30.51322526697839,288.941223501452,Sprinkler,None,0,3.8922932938878736
Rice,East,Sandy,6.7511657086981165,342.3509061059739,20.70719651426397,85.79965094517934,169.0940518861883,86.7523584948825,198.1355500962397,Drip,Maize,0,5.473276185924381
Maize,West,Silt,6.187349841734197,85.29341966850312,28.764069460748765,73.50954907798979,124.83245833358448,77.46957851125374,281.3556495433943,None,Wheat,1,2.1162816199578782
Maize,North,Sandy,6.195370832849739,275.2420767899801,33.407942063082345,45.8735476797351,85.07648833941944,56.5546860789773,209.23473725117347,None,None,0,4.5748694199922015
Rice,East,Silt,8.204199823687699,89.35155549274789,22.456731210502213,85.70524265663558,84.03445099343341,56.04289860401026,196.24068740528256,Sprinkler,Rice,1,5.701364945548512
Maize,South,Clay,8.001749801383111,121.69519683558082,24.02073560171226,70.04659057091249,119.73869706737717,61.22557250266117,226.32663642087272,Flood,Maize,0,4.2857588746626565
Wheat,West,Silt,7.16059265607155,174.7602411985254,33.40677914434542,54.84575596455802,51.32135110902745,84.54487547607964,216.3410238614423,Flood,None,0,4.862637930470544
Maize,West,Sandy,7.348332401247163,225.99026193522812,43.37215265968358,70.81452507101585,129.70261319170493,76.80335939538017,287.06998027755276,Sprinkler,None,0,3.152151151821071
